AccidentSeverity,Region,LightCondition,WeatherCondition,AccidentMonth,AccidentDay,Accidents
Slight,London,Darkness - lights lit,Raining,July,Tuesday,1
Slight,London,Darkness - lights unlit,Unknown,June,Thursday,1
Fatal,London,Daylight,Fine,July,Tuesday,1
Serious,London,Daylight,Other,July,Thursday,1
Serious,London,Daylight,Unknown,June,Wednesday,1
Slight,London,Darkness - lights lit,Other,July,Tuesday,1
Slight,London,Darkness - lights lit,Unknown,July,Saturday,3
Slight,London,Darkness - lights lit,Unknown,July,Sunday,1
Serious,London,Darkness - lights unlit,Fine,July,Sunday,1
Slight,London,Darkness - no lighting,Fine,July,Sunday,1
Slight,London,Darkness - lighting unknown,Unknown,July,Friday,1
Slight,London,Daylight,Raining,July,Sunday,1
Slight,London,Darkness - lights lit,Fine,August,Monday,36
Serious,London,Darkness - lights lit,Fine,August,Monday,11
Slight,London,Daylight,Fine,August,Monday,160
Slight,London,Darkness - lights lit,Other,July,Thursday,1
Serious,London,Daylight,Fine,August,Monday,23
Slight,London,Daylight,Other,August,Monday,11
Slight,London,Darkness - lights lit,Fine,August,Tuesday,37
Serious,London,Daylight,Fine,August,Tuesday,40
Slight,London,Daylight,Fine,August,Tuesday,181
Slight,London,Daylight,Unknown,August,Tuesday,8
Serious,London,Darkness - lights lit,Fine,August,Tuesday,10
Serious,London,Darkness - lights lit,Fine,August,Wednesday,7
Slight,London,Darkness - lights lit,Fine,August,Wednesday,41
Slight,London,Daylight,Fine,August,Wednesday,179
Serious,London,Daylight,Fine,August,Wednesday,31
Slight,London,Daylight,Unknown,August,Monday,5
Slight,London,Daylight,Unknown,August,Wednesday,13
Slight,London,Daylight,Other,August,Wednesday,14
Slight,London,Darkness - lights unlit,Fine,August,Wednesday,3
Slight,London,Darkness - lights lit,Other,August,Wednesday,2
Slight,London,Darkness - lights lit,Fine,August,Thursday,36
Serious,London,Darkness - lights lit,Fine,August,Thursday,10
Slight,London,Darkness - no lighting,Fine,August,Thursday,1
Slight,London,Daylight,Fine,August,Thursday,161
Slight,London,Daylight,Unknown,August,Thursday,12
Serious,London,Daylight,Fine,August,Thursday,29
Fatal,London,Daylight,Fine,August,Thursday,1
Serious,London,Daylight,Unknown,August,Wednesday,1
Slight,London,Daylight,Other,August,Thursday,12
Slight,London,Darkness - lights lit,Unknown,August,Wednesday,2
Slight,London,Darkness - lights lit,Fine,August,Friday,38
Slight,London,Darkness - no lighting,Fine,July,Thursday,1
Serious,London,Darkness - lights lit,Fine,August,Friday,8
Slight,London,Daylight,Fine,August,Friday,176
Slight,London,Darkness - lights lit,Other,August,Monday,2
Serious,London,Daylight,Fine,August,Friday,35
Slight,London,Daylight,Other,August,Friday,10
Slight,London,Darkness - lights unlit,Fine,August,Friday,2
Slight,London,Darkness - lights lit,Fine,August,Saturday,51
Slight,London,Daylight,Fine,August,Saturday,142
Serious,London,Daylight,Fine,August,Saturday,33
Slight,London,Darkness - no lighting,Fine,August,Saturday,2
Slight,London,Daylight,Other,August,Saturday,8
Serious,London,Darkness - lights lit,Fine,August,Saturday,9
Slight,London,Darkness - lights lit,Fine,August,Sunday,42
Fatal,London,Darkness - lights lit,Fine,August,Sunday,1
Slight,London,Daylight,Unknown,August,Sunday,5
Slight,London,Daylight,Fine,August,Sunday,103
Slight,London,Darkness - lights unlit,Fine,August,Saturday,1
Slight,London,Darkness - lights lit,Other,August,Saturday,4
Slight,London,Darkness - lighting unknown,Unknown,August,Friday,2
Serious,London,Daylight,Fine,August,Sunday,25
Serious,London,Daylight,Other,August,Saturday,3
Serious,London,Darkness - lights lit,Fine,August,Sunday,11
Slight,London,Darkness - lights lit,Other,August,Sunday,5
Slight,London,Darkness - lighting unknown,Fine,August,Monday,1
Slight,London,Darkness - lighting unknown,Fine,August,Tuesday,2
Fatal,London,Daylight,Fine,August,Tuesday,2
Slight,London,Daylight,Other,August,Tuesday,10
Slight,London,Darkness - lighting unknown,Fine,August,Wednesday,1
Serious,London,Daylight,Unknown,August,Thursday,2
Slight,London,Darkness - no lighting,Fine,August,Wednesday,1
Serious,London,Darkness - lights unlit,Fine,August,Thursday,1
Serious,London,Darkness - lighting unknown,Fine,August,Thursday,1
Serious,London,Daylight,Other,August,Wednesday,1
Serious,London,Daylight,Fine + high winds,August,Friday,1
Fatal,London,Darkness - lights lit,Fine,August,Saturday,1
Slight,London,Daylight,Raining,August,Thursday,9
Fatal,London,Daylight,Fine,August,Saturday,2
Slight,London,Darkness - lighting unknown,Unknown,August,Saturday,3
Slight,London,Darkness - lighting unknown,Fine,August,Sunday,2
Slight,London,Darkness - lights unlit,Unknown,July,Wednesday,1
Slight,London,Daylight,Unknown,August,Friday,10
Slight,London,Daylight,Other,August,Sunday,9
Serious,London,Daylight,Other,August,Sunday,1
Slight,London,Darkness - lights lit,Other,August,Friday,1
Slight,London,Daylight,Raining,August,Monday,1
Serious,London,Darkness - lights lit,Raining,August,Monday,1
Serious,London,Darkness - lights lit,Other,August,Monday,2
Serious,London,Daylight,Unknown,August,Friday,4
Serious,London,Daylight,Raining,August,Tuesday,2
Slight,London,Daylight,Raining,August,Tuesday,5
Slight,London,Darkness - lights lit,Raining,August,Tuesday,2
Slight,London,Daylight,Unknown,August,Saturday,7
Slight,London,Daylight,Raining,August,Wednesday,20
Serious,London,Daylight,Raining,August,Wednesday,2
Serious,London,Daylight,Other,August,Thursday,1
Fatal,London,Daylight,Unknown,August,Wednesday,1
Serious,London,Daylight,Unknown,July,Saturday,1
Slight,London,Daylight,Fog or mist,August,Friday,1
Slight,London,Darkness - lights lit,Unknown,August,Friday,1
Slight,London,Daylight,Raining,August,Saturday,2
Slight,London,Darkness - lights lit,Unknown,August,Saturday,5
Fatal,London,Darkness - lights lit,Raining,August,Saturday,1
Slight,London,Darkness - no lighting,Fine,August,Sunday,1
Fatal,London,Daylight,Fine,August,Monday,1
Slight,London,Darkness - lights lit,Fine + high winds,August,Tuesday,1
Serious,London,Darkness - lights lit,Other,August,Wednesday,2
Slight,London,Darkness - lights lit,Raining,August,Thursday,2
Slight,London,Darkness - lighting unknown,Unknown,August,Wednesday,1
Fatal,London,Darkness - lights lit,Raining,August,Thursday,1
Serious,London,Daylight,Raining,August,Thursday,1
Slight,London,Darkness - lights lit,Unknown,August,Thursday,1
Slight,London,Darkness - lighting unknown,Fine,August,Saturday,2
Serious,London,Darkness - lights lit,Unknown,August,Saturday,1
Slight,London,Daylight,Fine + high winds,August,Friday,1
Serious,London,Darkness - lights unlit,Fine,August,Tuesday,1
Slight,London,Darkness - lighting unknown,Unknown,August,Sunday,1
Slight,London,Daylight,Fine + high winds,August,Wednesday,1
Slight,London,Darkness - lights lit,Unknown,August,Monday,1
Slight,London,Darkness - lighting unknown,Unknown,September,Thursday,6
Serious,London,Darkness - lights lit,Fine,September,Thursday,13
Serious,London,Daylight,Fine,September,Thursday,32
Slight,London,Darkness - lights lit,Fine,September,Thursday,55
Slight,London,Daylight,Other,September,Thursday,10
Slight,London,Daylight,Fine,September,Thursday,174
Slight,London,Darkness - lights lit,Raining,September,Thursday,14
Serious,London,Darkness - lights lit,Raining,September,Friday,8
Slight,London,Darkness - lighting unknown,Raining,September,Thursday,1
Slight,London,Darkness - lights lit,Fine,September,Friday,44
Slight,London,Daylight,Fine,September,Friday,149
Serious,London,Daylight,Fine,September,Friday,31
Serious,London,Darkness - lights unlit,Raining,September,Thursday,1
Serious,London,Daylight,Unknown,September,Thursday,2
Slight,London,Daylight,Fine + high winds,September,Friday,2
Slight,London,Darkness - lights lit,Raining,September,Friday,21
Slight,London,Darkness - lights lit,Unknown,August,Sunday,1
Slight,London,Daylight,Raining,September,Friday,32
Serious,London,Darkness - lights lit,Fine,September,Friday,12
Slight,London,Darkness - lights lit,Fine,September,Saturday,49
Slight,London,Daylight,Fine,September,Saturday,114
Serious,London,Daylight,Fine,September,Saturday,23
Fatal,London,Daylight,Fine,September,Saturday,1
Serious,London,Darkness - lights lit,Fine,September,Saturday,11
Slight,London,Darkness - lighting unknown,Unknown,September,Saturday,3
Slight,London,Darkness - lights lit,Fine,September,Sunday,53
Serious,London,Darkness - no lighting,Fine,September,Saturday,1
Serious,London,Darkness - lights lit,Fine,September,Sunday,15
Serious,London,Darkness - lighting unknown,Fine,September,Sunday,1
Slight,London,Daylight,Other,September,Sunday,7
Serious,London,Daylight,Fine,September,Sunday,24
Slight,London,Darkness - no lighting,Other,September,Saturday,1
Slight,London,Daylight,Fine,September,Sunday,86
Slight,London,Daylight,Other,September,Saturday,12
Slight,London,Darkness - lights lit,Raining heavily,September,Monday,1
Slight,London,Darkness - lights lit,Unknown,September,Sunday,3
Slight,London,Daylight,Fine,September,Monday,119
Serious,London,Daylight,Fine,September,Monday,22
Slight,London,Daylight,Raining,September,Monday,12
Slight,London,Darkness - lights lit,Fine,September,Monday,23
Slight,London,Daylight,Unknown,September,Friday,21
Slight,London,Daylight,Unknown,September,Saturday,9
Slight,London,Daylight,Fine + high winds,September,Monday,1
Slight,London,Daylight,Unknown,September,Monday,5
Serious,London,Darkness - lights lit,Fine,September,Monday,6
Slight,London,Daylight,Other,September,Friday,7
Serious,London,Darkness - lights lit,Fine,September,Tuesday,5
Slight,London,Daylight,Fine,September,Tuesday,124
Serious,London,Daylight,Fine,September,Tuesday,20
Slight,London,Daylight,Fog or mist,September,Sunday,1
Slight,London,Daylight,Other,September,Tuesday,10
Slight,London,Darkness - lighting unknown,Unknown,August,Tuesday,1
Slight,London,Darkness - lights lit,Other,September,Monday,4
Slight,London,Daylight,Other,September,Monday,5
Slight,London,Daylight,Raining,September,Tuesday,26
Serious,London,Daylight,Raining,September,Tuesday,6
Slight,London,Darkness - lights lit,Raining,September,Tuesday,20
Slight,London,Darkness - lights lit,Fine,September,Wednesday,28
Slight,London,Darkness - lights lit,Fine,September,Tuesday,26
Serious,London,Daylight,Fine,September,Wednesday,35
Slight,London,Daylight,Raining,September,Wednesday,13
Slight,London,Daylight,Fine,September,Wednesday,139
Slight,London,Darkness - lights lit,Other,September,Tuesday,3
Slight,London,Daylight,Unknown,September,Wednesday,9
Slight,London,Daylight,Other,September,Wednesday,11
Slight,London,Darkness - lights lit,Raining,September,Monday,5
Serious,London,Darkness - lights lit,Fine,September,Wednesday,7
Serious,London,Daylight,Raining,September,Wednesday,1
Slight,London,Darkness - lights lit,Raining,September,Wednesday,6
Slight,London,Darkness - no lighting,Raining heavily,September,Wednesday,1
Slight,London,Daylight,Raining,September,Thursday,20
Slight,London,Darkness - lights lit,Unknown,September,Tuesday,2
Serious,London,Daylight,Other,September,Sunday,4
Serious,London,Daylight,Raining,September,Thursday,3
Slight,London,Daylight,Unknown,September,Tuesday,11
Slight,London,Darkness - no lighting,Raining,September,Thursday,1
Serious,London,Darkness - lights lit,Raining,September,Thursday,3
Slight,London,Darkness - lights lit,Raining heavily,September,Thursday,1
Slight,London,Darkness - lights lit,Other,September,Thursday,1
Serious,London,Daylight,Raining,September,Friday,3
Serious,London,Daylight,Other,September,Friday,3
Slight,London,Darkness - lights lit,Other,September,Friday,5
Slight,London,Daylight,Raining,September,Saturday,1
Serious,London,Daylight,Fine + high winds,September,Saturday,1
Slight,London,Darkness - lights lit,Other,September,Saturday,1
Slight,London,Darkness - lights lit,Other,September,Sunday,4
Slight,London,Darkness - lights unlit,Fine,September,Sunday,1
Fatal,London,Daylight,Fine,September,Sunday,3
Serious,London,Daylight,Unknown,September,Saturday,2
Slight,London,Darkness - lights unlit,Fine,September,Saturday,2
Serious,London,Daylight,Raining,September,Sunday,2
Slight,London,Darkness - lighting unknown,Fine,September,Friday,1
Slight,London,Darkness - lighting unknown,Unknown,September,Monday,2
Serious,London,Darkness - lights lit,Unknown,September,Monday,1
Serious,London,Daylight,Other,September,Tuesday,1
Serious,London,Darkness - lighting unknown,Unknown,September,Friday,2
Slight,London,Darkness - lighting unknown,Unknown,August,Monday,1
Serious,London,Darkness - lights lit,Raining,September,Tuesday,2
Slight,London,Darkness - lighting unknown,Unknown,September,Friday,1
Slight,London,Darkness - lights lit,Unknown,September,Wednesday,1
Slight,London,Daylight,Unknown,September,Thursday,7
Serious,London,Darkness - lighting unknown,Raining,September,Tuesday,1
Serious,London,Daylight,Unknown,September,Friday,1
Slight,London,Darkness - lights unlit,Unknown,September,Thursday,1
Slight,London,Darkness - no lighting,Fine,September,Friday,2
Serious,London,Darkness - lights lit,Other,September,Thursday,1
Slight,London,Darkness - lights lit,Unknown,September,Thursday,1
Slight,London,Darkness - no lighting,Fine,September,Monday,1
Slight,London,Darkness - no lighting,Fine,September,Saturday,1
Serious,London,Darkness - lighting unknown,Unknown,September,Monday,1
Fatal,London,Daylight,Fine,September,Tuesday,2
Slight,London,Darkness - lights unlit,Fine,September,Thursday,2
Serious,London,Daylight,Other,September,Wednesday,2
Slight,London,Darkness - lighting unknown,Fine,September,Saturday,2
Slight,London,Darkness - lights lit,Other,September,Wednesday,2
Slight,London,Darkness - no lighting,Fine,September,Thursday,1
Slight,London,Darkness - lighting unknown,Fine,September,Thursday,1
Slight,London,Darkness - lights lit,Unknown,September,Friday,5
Slight,London,Darkness - lights lit,Unknown,September,Saturday,2
Slight,London,Darkness - lights lit,Raining,September,Saturday,1
Slight,London,Darkness - lighting unknown,Fine,September,Sunday,2
Slight,London,Daylight,Unknown,September,Sunday,5
Slight,London,Darkness - lights lit,Unknown,September,Monday,1
Serious,London,Darkness - lights lit,Raining,September,Monday,2
Serious,London,Darkness - lights lit,Fine + high winds,September,Monday,1
Serious,London,Darkness - lights unlit,Fine,September,Wednesday,1
Serious,London,Daylight,Unknown,September,Tuesday,1
Slight,London,Darkness - lighting unknown,Unknown,September,Sunday,1
Serious,London,Darkness - lights lit,Unknown,September,Wednesday,2
Serious,London,Daylight,Unknown,July,Tuesday,1
Serious,London,Darkness - lighting unknown,Unknown,September,Wednesday,1
Serious,London,Daylight,Other,September,Thursday,1
Serious,London,Darkness - lighting unknown,Raining,September,Friday,1
Slight,London,Darkness - lights lit,Raining heavily,September,Friday,1
Slight,London,Darkness - lights unlit,Raining,September,Friday,2
Serious,London,Darkness - lights lit,Fine,October,Saturday,23
Slight,London,Darkness - lights lit,Fine,October,Saturday,76
Slight,London,Darkness - lights lit,Raining,October,Saturday,24
Slight,London,Darkness - lights lit,Other,October,Saturday,5
Serious,London,Darkness - lights lit,Raining,October,Saturday,4
Slight,London,Daylight,Fine,October,Saturday,146
Slight,London,Daylight,Other,October,Saturday,9
Serious,London,Daylight,Fine,October,Saturday,30
Slight,London,Daylight,Unknown,October,Saturday,8
Slight,London,Darkness - lighting unknown,Fine,October,Saturday,3
Slight,London,Darkness - lights lit,Fine,October,Sunday,48
Slight,London,Darkness - lights lit,Raining,October,Sunday,19
Serious,London,Darkness - lights lit,Fine,October,Sunday,13
Slight,London,Darkness - lights lit,Unknown,October,Sunday,6
Serious,London,Daylight,Fine,October,Sunday,15
Slight,London,Daylight,Fine,October,Sunday,82
Serious,London,Darkness - lights lit,Raining,October,Sunday,6
Slight,London,Darkness - lights lit,Unknown,October,Monday,3
Slight,London,Darkness - lighting unknown,Fine,October,Monday,2
Slight,London,Daylight,Fine,October,Monday,154
Serious,London,Daylight,Fine,October,Monday,23
Slight,London,Darkness - lights lit,Fine,October,Monday,42
Slight,London,Daylight,Other,October,Sunday,9
Serious,London,Darkness - lights lit,Fine,October,Monday,10
Serious,London,Daylight,Unknown,October,Monday,1
Fatal,London,Darkness - lights lit,Fine,October,Monday,1
Slight,London,Darkness - lights lit,Fine,October,Tuesday,56
Serious,London,Darkness - lights lit,Fine,October,Tuesday,12
Slight,London,Daylight,Fine,October,Tuesday,133
Serious,London,Daylight,Fine,October,Tuesday,25
Slight,London,Daylight,Unknown,October,Tuesday,14
Serious,London,Darkness - no lighting,Fine,October,Tuesday,2
Serious,London,Darkness - lights lit,Fine + high winds,October,Wednesday,1
Slight,London,Darkness - lights lit,Fine,October,Wednesday,60
Slight,London,Daylight,Fine,October,Wednesday,120
Slight,London,Daylight,Fine + high winds,October,Wednesday,5
Slight,London,Daylight,Unknown,October,Wednesday,11
Serious,London,Daylight,Fine,October,Wednesday,22
Slight,London,Daylight,Raining,October,Wednesday,6
Slight,London,Daylight,Other,October,Wednesday,9
Serious,London,Daylight,Raining,October,Wednesday,2
Slight,London,Darkness - lights lit,Other,October,Tuesday,5
Serious,London,Darkness - lights lit,Fine,October,Wednesday,8
Slight,London,Darkness - lights lit,Fine + high winds,October,Wednesday,2
Slight,London,Darkness - lights lit,Fine,October,Thursday,58
Serious,London,Daylight,Fine,October,Thursday,29
Slight,London,Daylight,Fine,October,Thursday,116
Slight,London,Daylight,Unknown,October,Thursday,10
Fatal,London,Daylight,Fine,October,Thursday,1
Serious,London,Darkness - lights lit,Fine,October,Thursday,7
Slight,London,Darkness - lights lit,Fine,October,Friday,42
Serious,London,Darkness - lights lit,Fine,October,Friday,14
Slight,London,Darkness - lights lit,Unknown,October,Friday,4
Slight,London,Darkness - lights lit,Unknown,October,Thursday,6
Slight,London,Daylight,Fine,October,Friday,121
Slight,London,Daylight,Other,October,Friday,2
Slight,London,Daylight,Other,October,Thursday,13
Serious,London,Daylight,Other,October,Friday,1
Serious,London,Darkness - lighting unknown,Unknown,October,Sunday,2
Slight,London,Darkness - lights lit,Other,October,Thursday,5
Slight,London,Darkness - lights unlit,Raining,October,Wednesday,1
Serious,London,Daylight,Fine,October,Friday,17
Slight,London,Darkness - lighting unknown,Fine,October,Friday,2
Slight,London,Darkness - lighting unknown,Other,October,Thursday,1
Slight,London,Darkness - lights lit,Raining,October,Friday,30
Slight,London,Darkness - no lighting,Raining,October,Friday,1
Serious,London,Darkness - lights lit,Raining,October,Friday,6
Slight,London,Darkness - lighting unknown,Raining,October,Friday,1
Serious,London,Darkness - lights lit,Snowing,October,Friday,1
Slight,London,Darkness - lights lit,Other,October,Friday,5
Fatal,London,Darkness - lights lit,Fine,October,Saturday,1
Serious,London,Daylight,Other,October,Saturday,2
Slight,London,Darkness - no lighting,Fine,October,Monday,1
Slight,London,Darkness - lights lit,Raining heavily,October,Friday,1
Slight,London,Darkness - lighting unknown,Fine,October,Wednesday,4
Slight,London,Darkness - lights lit,Other,October,Sunday,6
Serious,London,Darkness - lights unlit,Raining,October,Monday,1
Serious,London,Daylight,Raining,October,Monday,4
Slight,London,Daylight,Raining,October,Monday,12
Slight,London,Darkness - lights lit,Other,October,Monday,1
Slight,London,Daylight,Other,October,Monday,14
Slight,London,Daylight,Unknown,October,Sunday,8
Slight,London,Daylight,Unknown,October,Monday,9
Slight,London,Darkness - lights lit,Raining,October,Monday,25
Slight,London,Darkness - no lighting,Fine,October,Tuesday,1
Slight,London,Daylight,Other,October,Tuesday,6
Serious,London,Darkness - lighting unknown,Unknown,October,Saturday,1
Slight,London,Daylight,Unknown,October,Friday,9
Slight,London,Darkness - lights lit,Unknown,October,Tuesday,2
Slight,London,Darkness - lights lit,Raining,October,Thursday,3
Slight,London,Darkness - lighting unknown,Raining,September,Monday,1
Serious,London,Darkness - lights lit,Raining,October,Thursday,2
Fatal,London,Darkness - lights lit,Fine,October,Friday,2
Slight,London,Darkness - no lighting,Other,October,Wednesday,1
Fatal,London,Daylight,Fine,October,Friday,3
Slight,London,Daylight,Raining,October,Friday,17
Serious,London,Darkness - lights lit,Unknown,October,Thursday,1
Serious,London,Daylight,Raining,October,Friday,3
Serious,London,Darkness - lights lit,Other,October,Friday,1
Slight,London,Darkness - no lighting,Unknown,October,Saturday,1
Slight,London,Darkness - lights lit,Unknown,October,Saturday,6
Serious,London,Darkness - lights lit,Unknown,October,Friday,1
Slight,London,Daylight,Fine + high winds,October,Saturday,1
Serious,London,Daylight,Raining,October,Saturday,2
Slight,London,Darkness - lights unlit,Other,October,Saturday,1
Slight,London,Daylight,Raining,October,Saturday,5
Slight,London,Darkness - no lighting,Fine,October,Saturday,1
Slight,London,Darkness - no lighting,Fine,October,Sunday,2
Slight,London,Darkness - lights lit,Fine + high winds,October,Sunday,1
Serious,London,Daylight,Other,October,Sunday,1
Serious,London,Darkness - lights lit,Raining,October,Monday,8
Slight,London,Darkness - lighting unknown,Raining,October,Sunday,2
Slight,London,Darkness - lighting unknown,Other,October,Friday,1
Slight,London,Darkness - no lighting,Unknown,August,Wednesday,1
Serious,London,Darkness - lights lit,Other,September,Sunday,1
Slight,London,Darkness - lighting unknown,Unknown,October,Sunday,3
Slight,London,Darkness - lights lit,Raining,October,Wednesday,2
Slight,London,Darkness - lights lit,Unknown,October,Wednesday,2
Slight,London,Darkness - lights unlit,Raining,October,Thursday,1
Slight,London,Daylight,Raining,October,Thursday,20
Serious,London,Daylight,Other,October,Thursday,1
Serious,London,Darkness - lights unlit,Other,October,Thursday,1
Slight,London,Darkness - lights lit,Fog or mist,October,Thursday,1
Slight,London,Darkness - lighting unknown,Raining,October,Thursday,1
Serious,London,Darkness - lights unlit,Raining,October,Friday,2
Slight,London,Darkness - lighting unknown,Raining heavily,October,Friday,1
Serious,London,Daylight,Unknown,October,Saturday,1
Slight,London,Darkness - no lighting,Unknown,October,Wednesday,1
Serious,London,Darkness - lights unlit,Fine,October,Saturday,1
Slight,London,Darkness - lights unlit,Fine,October,Sunday,2
Slight,London,Daylight,Raining,October,Sunday,13
Serious,London,Daylight,Raining,October,Sunday,2
Serious,London,Darkness - lighting unknown,Raining heavily,October,Sunday,1
Slight,London,Darkness - lights lit,Raining heavily,October,Sunday,3
Slight,London,Daylight,Raining heavily,October,Sunday,1
Serious,London,Darkness - lights lit,Raining heavily,October,Sunday,1
Fatal,London,Darkness - lights lit,Raining,October,Sunday,1
Slight,London,Daylight,Fine + high winds,October,Monday,2
Serious,London,Darkness - lights lit,Other,October,Monday,1
Slight,London,Darkness - no lighting,Raining,October,Monday,2
Serious,London,Daylight,Raining,October,Tuesday,1
Slight,London,Daylight,Raining,October,Tuesday,4
Slight,London,Darkness - lights lit,Raining,October,Tuesday,1
Fatal,London,Daylight,Fine,October,Wednesday,2
Serious,London,Daylight,Fine + high winds,October,Wednesday,1
Slight,London,Darkness - lights unlit,Unknown,August,Tuesday,1
Serious,London,Darkness - lighting unknown,Unknown,October,Friday,1
Slight,London,Darkness - lights unlit,Other,October,Tuesday,1
Serious,London,Daylight,Other,October,Tuesday,1
Serious,London,Daylight,Fine + high winds,October,Thursday,1
Slight,London,Darkness - no lighting,Fine,October,Friday,1
Slight,London,Darkness - lights lit,Snowing,October,Saturday,1
Slight,London,Daylight,Raining heavily,October,Thursday,1
Serious,London,Darkness - lights lit,Other,October,Wednesday,1
Serious,London,Darkness - lighting unknown,Fine,October,Monday,1
Serious,London,Darkness - lights lit,Raining,October,Tuesday,1
Slight,London,Darkness - lighting unknown,Raining,October,Monday,1
Serious,London,Darkness - lights unlit,Fine,November,Tuesday,1
Slight,London,Darkness - lights lit,Raining heavily,November,Tuesday,2
Slight,London,Darkness - lights lit,Raining,November,Tuesday,31
Slight,London,Darkness - lights lit,Other,November,Tuesday,9
Slight,London,Daylight,Raining,November,Tuesday,45
Slight,London,Darkness - lighting unknown,Unknown,October,Thursday,3
Slight,London,Daylight,Fine,November,Tuesday,73
Slight,London,Daylight,Snowing,November,Tuesday,1
Serious,London,Daylight,Other,November,Tuesday,2
Slight,London,Daylight,Raining heavily,November,Tuesday,1
Serious,London,Daylight,Fine,November,Tuesday,20
Slight,London,Darkness - lighting unknown,Fine,November,Tuesday,2
Slight,London,Darkness - lighting unknown,Raining,November,Tuesday,2
Serious,London,Darkness - lights lit,Raining,November,Tuesday,7
Serious,London,Darkness - lights lit,Fine,November,Tuesday,16
Slight,London,Darkness - lights lit,Fine,November,Tuesday,73
Slight,London,Darkness - lights lit,Fine,November,Wednesday,80
Serious,London,Daylight,Fine,November,Wednesday,17
Slight,London,Daylight,Unknown,November,Wednesday,16
Slight,London,Daylight,Fine,November,Wednesday,114
Slight,London,Darkness - lighting unknown,Fine,October,Sunday,2
Slight,London,Daylight,Unknown,November,Tuesday,11
Slight,London,Daylight,Fine + high winds,November,Wednesday,1
Slight,London,Darkness - lighting unknown,Other,November,Tuesday,1
Slight,London,Darkness - lights lit,Raining,November,Wednesday,42
Serious,London,Darkness - lights lit,Fine,November,Wednesday,19
Slight,London,Darkness - no lighting,Raining,November,Wednesday,2
Slight,London,Darkness - lights lit,Raining heavily,November,Wednesday,7
Serious,London,Darkness - lighting unknown,Raining,November,Wednesday,1
Slight,London,Daylight,Raining,November,Wednesday,27
Slight,London,Darkness - lighting unknown,Unknown,October,Wednesday,1
Serious,London,Darkness - lights lit,Raining heavily,November,Wednesday,1
Serious,London,Daylight,Unknown,October,Friday,1
Slight,London,Daylight,Raining,November,Thursday,23
Slight,London,Darkness - lights unlit,Raining,November,Thursday,2
Serious,London,Daylight,Raining,November,Thursday,3
Serious,London,Daylight,Unknown,October,Wednesday,1
Slight,London,Daylight,Fine,November,Thursday,85
Slight,London,Darkness - lights lit,Raining,November,Thursday,32
Serious,London,Daylight,Fine,November,Thursday,14
Slight,London,Daylight,Unknown,November,Thursday,17
Slight,London,Darkness - lights lit,Fine,November,Thursday,85
Slight,London,Darkness - lights lit,Other,November,Thursday,6
Serious,London,Darkness - lighting unknown,Fine,November,Thursday,1
Fatal,London,Daylight,Fine,November,Thursday,1
Serious,London,Darkness - lights lit,Raining,November,Thursday,6
Serious,London,Darkness - lighting unknown,Other,November,Thursday,1
Serious,London,Darkness - lights lit,Fine,November,Thursday,9
Slight,London,Darkness - lights lit,Raining,November,Friday,5
Serious,London,Darkness - lights lit,Raining,November,Friday,2
Slight,London,Darkness - lights lit,Fine,November,Friday,97
Serious,London,Daylight,Fine,November,Friday,31
Slight,London,Daylight,Fine,November,Friday,137
Slight,London,Darkness - lighting unknown,Unknown,October,Friday,1
Serious,London,Daylight,Raining,November,Tuesday,14
Slight,London,Daylight,Other,November,Friday,11
Slight,London,Darkness - lighting unknown,Unknown,November,Thursday,3
Serious,London,Darkness - lighting unknown,Unknown,October,Wednesday,1
Serious,London,Darkness - no lighting,Fine,October,Thursday,1
Slight,London,Darkness - lighting unknown,Raining,November,Wednesday,2
Slight,London,Daylight,Unknown,November,Friday,8
Slight,London,Darkness - lights lit,Other,November,Friday,14
Slight,London,Darkness - lighting unknown,Fine,November,Friday,3
Serious,London,Darkness - lights lit,Fine,November,Friday,21
Serious,London,Darkness - lights lit,Fine,November,Saturday,19
Slight,London,Darkness - lights lit,Fine,November,Saturday,66
Slight,London,Daylight,Raining,November,Friday,1
Slight,London,Daylight,Raining,November,Saturday,12
Serious,London,Daylight,Raining,November,Saturday,4
Serious,London,Darkness - lights lit,Other,November,Friday,1
Serious,London,Daylight,Fine,November,Saturday,11
Slight,London,Daylight,Unknown,November,Saturday,4
Slight,London,Daylight,Fine,November,Saturday,66
Slight,London,Darkness - lights lit,Raining,November,Saturday,27
Serious,London,Darkness - lights lit,Raining,November,Saturday,6
Slight,London,Darkness - lighting unknown,Unknown,November,Saturday,1
Serious,London,Darkness - lights lit,Other,November,Saturday,1
Slight,London,Darkness - lights lit,Fine,November,Sunday,40
Slight,London,Darkness - lights lit,Raining,November,Sunday,31
Slight,London,Daylight,Other,November,Saturday,4
Slight,London,Daylight,Raining,November,Sunday,29
Slight,London,Daylight,Fine,November,Sunday,49
Slight,London,Darkness - lights lit,Other,November,Saturday,4
Slight,London,Darkness - lights unlit,Fine,November,Sunday,1
Serious,London,Daylight,Unknown,November,Sunday,1
Serious,London,Daylight,Raining,November,Sunday,3
Serious,London,Darkness - lights lit,Fine,November,Sunday,6
Serious,London,Daylight,Other,November,Sunday,1
Slight,London,Darkness - lights lit,Other,November,Monday,9
Slight,London,Darkness - lighting unknown,Raining,November,Sunday,3
Serious,London,Daylight,Fine,November,Monday,10
Slight,London,Daylight,Fine,November,Monday,72
